,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024
,Diabetes,Families!!Estimate_Mean income (dollars),Families!!Estimate_Median income (dollars),Families!!Estimate_Total,Families!!Estimate_    Family income in the past 12 months,Heart_Disease,Households!!Estimate_Mean income (dollars),Households!!Estimate_Median income (dollars),Households!!Estimate_Total,Households!!Estimate_    Household income in the past 12 months,Married-couple families!!Estimate_Mean income (dollars),Married-couple families!!Estimate_Median income (dollars),Married-couple families!!Estimate_Total,Nonfamily households!!Estimate_Mean income (dollars),Nonfamily households!!Estimate_Median income (dollars),Nonfamily households!!Estimate_Total,Nonfamily households!!Estimate_    Nonfamily income in the past 12 months,Obesity,Poor_Health,Diabetes,Families!!Estimate_Mean income (dollars),Families!!Estimate_Median income (dollars),Families!!Estimate_Total,Families!!Estimate_    Family income in the past 12 months,Heart_Disease,Households!!Estimate_Mean income (dollars),Households!!Estimate_Median income (dollars),Households!!Estimate_Total,Households!!Estimate_    Household income in the past 12 months,Married-couple families!!Estimate_Mean income (dollars),Married-couple families!!Estimate_Median income (dollars),Married-couple families!!Estimate_Total,Nonfamily households!!Estimate_Mean income (dollars),Nonfamily households!!Estimate_Median income (dollars),Nonfamily households!!Estimate_Total,Nonfamily households!!Estimate_    Nonfamily income in the past 12 months,Obesity,Poor_Health,Diabetes,Families!!Estimate_Mean income (dollars),Families!!Estimate_Median income (dollars),Families!!Estimate_Total,Families!!Estimate_    Family income in the past 12 months,Heart_Disease,Households!!Estimate_Mean income (dollars),Households!!Estimate_Median income (dollars),Households!!Estimate_Total,Households!!Estimate_    Household income in the past 12 months,Married-couple families!!Estimate_Mean income (dollars),Married-couple families!!Estimate_Median income (dollars),Married-couple families!!Estimate_Total,Nonfamily households!!Estimate_Mean income (dollars),Nonfamily households!!Estimate_Median income (dollars),Nonfamily households!!Estimate_Total,Nonfamily households!!Estimate_    Nonfamily income in the past 12 months,Obesity,Poor_Health,Diabetes,Families!!Estimate_Mean income (dollars),Families!!Estimate_Median income (dollars),Families!!Estimate_Total,Families!!Estimate_    Family income in the past 12 months,Heart_Disease,Households!!Estimate_Mean income (dollars),Households!!Estimate_Median income (dollars),Households!!Estimate_Total,Households!!Estimate_    Household income in the past 12 months,Married-couple families!!Estimate_Mean income (dollars),Married-couple families!!Estimate_Median income (dollars),Married-couple families!!Estimate_Total,Nonfamily households!!Estimate_Mean income (dollars),Nonfamily households!!Estimate_Median income (dollars),Nonfamily households!!Estimate_Total,Nonfamily households!!Estimate_    Nonfamily income in the past 12 months,Obesity,Poor_Health
State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,23.2,"142,408","110,978","1,549,154",38.8%,165.2,"119,958","90,203","2,355,652",37.4%,"167,746","135,128","1,108,456","71,519","54,348","806,498",33.0%,0.339,0.029,23.1,"148,486","117,294","1,546,282",39.4%,155.8,"125,876","94,991","2,375,984",37.7%,"172,927","141,599","1,104,626","77,318","57,179","829,702",32.8%,0.325,0.032,23.0,"154,194","121,875","1,533,915",38.5%,149.7,"129,366","98,678","2,384,715",36.8%,"178,757","146,333","1,092,004","77,885","60,660","850,800",31.9%,0.34,0.035,22.5,"163,548","130,035","1,541,015",39.5%,143.7,"136,413","102,905","2,401,394",37.2%,"191,211","158,746","1,091,914","81,279","61,759","860,379",31.6%,0.327,0.035
Massachusetts,17.3,"150,788","113,822","1,719,532",43.4%,134.0,"124,789","89,645","2,759,018",41.0%,"175,658","136,843","1,268,347","76,380","52,250","1,039,486",35.5%,0.274,0.026,16.1,"162,406","120,263","1,724,355",41.7%,132.3,"133,823","94,488","2,797,776",39.4%,"191,170","145,577","1,263,224","82,617","55,979","1,073,421",34.5%,0.277,0.031,15.5,"168,151","126,104","1,730,855",42.3%,129.0,"138,516","99,858","2,800,984",39.6%,"195,131","151,403","1,269,734","84,654","59,594","1,070,129",34.0%,0.274,0.035,14.4,"174,000","131,831","1,761,366",42.2%,121.5,"144,312","104,828","2,829,804",39.4%,"203,136","159,210","1,282,733","89,402","61,790","1,068,438",33.5%,0.27,0.038
Michigan,26.7,"103,695","80,523","2,549,542",40.3%,209.6,"86,093","63,498","4,051,798",39.0%,"119,645","95,246","1,875,558","52,407","37,666","1,502,256",35.3%,0.348,0.042,25.6,"111,255","85,865","2,548,560",38.0%,206.3,"91,856","66,986","4,089,794",36.7%,"128,843","102,076","1,868,821","56,097","40,459","1,541,234",33.5%,0.345,0.041,23.5,"114,255","88,499","2,566,352",36.9%,199.5,"93,806","69,183","4,107,809",35.2%,"131,216","104,537","1,896,709","56,097","41,497","1,541,457",31.1%,0.354,0.047,23.8,"120,336","93,305","2,566,245",36.3%,194.7,"98,697","72,389","4,131,281",34.6%,"138,813","110,529","1,897,370","59,693","44,047","1,565,036",30.8%,0.362,0.048
Minnesota,22.6,"125,058","99,567","1,427,221",34.6%,123.9,"103,305","77,720","2,281,033",33.9%,"140,453","113,456","1,122,121","62,185","46,436","853,812",31.5%,0.326,0.026,20.5,"133,458","105,324","1,456,312",33.0%,124.1,"109,737","82,338","2,322,190",32.3%,"149,174","119,140","1,147,255","65,533","48,461","865,878",29.8%,0.339,0.033,19.5,"138,533","108,215","1,447,372",32.5%,120.3,"113,293","85,086","2,344,432",31.6%,"154,644","122,974","1,140,240","67,500","50,692","897,060",28.9%,0.332,0.034,19.4,"142,691","112,716","1,453,940",32.3%,121.9,"116,159","87,117","2,363,442",31.5%,"159,823","128,690","1,138,143","68,930","52,211","909,502",28.8%,0.324,0.033
Mississippi,42.1,"81,780","64,035","742,851",44.9%,255.2,"68,048","48,716","1,129,611",42.8%,"100,250","82,789","498,803","38,689","26,954","386,760",37.2%,0.396,0.064,34.7,"87,442","66,973","754,264",43.7%,248.0,"72,624","52,719","1,148,340",41.0%,"106,427","85,762","503,356","40,989","28,667","394,076",34.9%,0.402,0.065,31.8,"92,919","72,259","753,239",43.2%,235.6,"76,305","54,203","1,166,617",40.4%,"113,147","91,615","507,946","42,954","30,283","413,378",34.1%,0.401,0.055,29.6,"96,698","76,879","769,191",42.5%,236.5,"80,847","59,127","1,176,690",39.7%,"118,290","98,570","510,177","47,442","32,115","407,499",33.3%,0.404,0.06
Missouri,24.0,"103,361","79,084","1,555,743",36.8%,202.4,"84,920","61,847","2,468,726",35.6%,"118,376","92,163","1,176,418","50,134","36,036","912,983",32.5%,0.362,0.047,23.5,"108,019","83,420","1,569,735",36.1%,199.8,"88,586","64,811","2,521,832",35.3%,"123,979","98,090","1,168,049","52,852","38,435","952,097",32.7%,0.361,0.053,23.3,"113,860","88,850","1,587,271",35.1%,188.6,"93,074","68,545","2,556,271",33.9%,"129,879","103,254","1,190,753","55,229","41,014","969,000",30.8%,0.352,0.049,20.4,"118,023","92,101","1,591,484",34.6%,187.5,"96,920","71,589","2,563,244",33.2%,"135,536","107,473","1,190,688","58,068","42,092","971,760",29.5%,0.346,0.052
Montana,21.6,"103,786","79,958","275,623",37.1%,175.2,"87,083","63,249","448,949",35.8%,"116,080","91,666","219,056","55,835","38,707","173,326",33.2%,0.31,0.038,22.0,"109,448","83,580","282,216",38.0%,165.9,"90,874","67,631","464,072",36.2%,"121,898","94,791","223,380","58,278","40,582","181,856",32.2%,0.298,0.04,22.0,"113,037","88,591","286,269",35.3%,162.2,"94,069","70,804","472,867",33.9%,"124,585","100,020","228,589","61,521","41,938","186,598",30.9%,0.305,0.043,22.5,"124,922","97,801","285,217",35.6%,164.8,"101,634","75,340","468,981",33.6%,"137,755","108,127","229,637","61,998","44,974","183,764",30.0%,0.31,0.048
Nebraska,24.6,"109,786","88,484","495,142",35.9%,160.8,"89,209","66,817","785,982",34.2%,"123,126","99,687","391,102","50,988","37,749","290,840",30.1%,0.364,0.028,22.1,"116,618","92,676","501,595",35.4%,154.3,"94,599","69,597","803,157",34.0%,"132,582","106,393","390,540","54,076","40,712","301,562",30.6%,0.363,0.034,23.9,"124,408","96,439","507,500",35.5%,158.8,"101,268","74,590","813,864",34.2%,"138,555","107,610","398,895","58,598","42,849","306,364",30.7%,0.365,0.034,24.5,"122,371","100,245","514,383",36.0%,152.7,"100,280","76,376","824,012",34.0%,"137,054","112,075","402,810","59,323","45,631","309,629",29.5%,0.377,0.036
Nevada,23.5,"103,213","78,526","753,696",43.0%,208.1,"89,961","66,274","1,191,380",41.1%,"120,161","92,779","522,193","61,255","42,026","437,684",35.5%,0.302,0.054,23.4,"112,544","85,593","773,666",40.0%,196.8,"98,422","72,333","1,198,356",38.6%,"129,581","100,620","530,175","66,078","46,176","424,690",34.4%,0.324,0.051,24.0,"118,125","90,232","767,682",39.5%,183.9,"103,067","76,364","1,224,685",37.5%,"138,100","107,635","528,265","70,899","50,647","457,003",32.3%,0.308,0.068,22.2,"125,529","96,389","781,761",39.9%,179.8,"109,620","81,134","1,238,925",37.8%,"147,393","114,402","538,328","75,049","51,606","457,164",32.4%,0.343,0.059
New Hampshire,20.8,"131,377","108,208","361,209",36.2%,154.1,"111,908","88,465","548,026",35.5%,"144,633","121,400","286,604","67,462","48,469","186,817",32.4%,0.304,0.028,22.3,"140,757","112,950","358,120",34.3%,147.5,"119,452","89,992","557,220",33.4%,"154,617","126,386","285,354","75,262","52,292","199,100",30.2%,0.299,0.036,18.8,"148,204","116,546","367,335",33.1%,150.3,"124,500","96,838","569,493",32.5%,"163,967","133,780","292,316","74,525","55,035","202,158",29.9%,0.328,0.04,17.3,"156,219","124,960","361,715",33.9%,140.2,"128,604","99,782","570,689",32.9%,"172,456","139,183","287,265","74,643","55,415","208,974",30.0%,0.311,0.036
New Jersey,17.6,"147,745","110,102","2,379,328",43.2%,157.5,"124,951","89,296","3,497,945",41.2%,"170,911","132,308","1,763,645","70,650","50,424","1,118,617",35.3%,0.285,0.034,17.3,"157,601","117,988","2,378,459",41.6%,152.8,"134,191","96,346","3,516,978",39.5%,"181,939","140,500","1,753,523","78,512","54,589","1,138,519",33.4%,0.29,0.038,15.1,"161,739","121,944","2,395,738",42.2%,146.2,"138,153","99,781","3,538,457",39.6%,"188,089","146,672","1,755,631","81,483","58,033","1,142,719",32.5%,0.289,0.034,14.8,"167,365","127,593","2,414,189",40.7%,141.8,"143,216","104,294","3,543,944",38.4%,"194,803","152,435","1,764,953","84,494","60,668","1,129,755",32.0%,0.276,0.032
New Mexico,31.0,"90,496","67,786","522,651",38.4%,156.5,"76,989","53,992","834,007",36.3%,"108,441","86,242","357,938","50,572","35,517","311,356",31.0%,0.333,0.043,31.2,"97,014","74,341","516,464",39.5%,156.8,"82,382","59,726","848,218",36.7%,"116,046","92,049","344,144","55,207","36,532","331,754",30.7%,0.311,0.059,28.1,"98,871","75,197","524,550",38.7%,163.0,"85,782","62,268","856,580",36.1%,"120,087","95,566","350,569","59,694","42,058","332,030",30.1%,0.353,0.061,23.3,"108,068","84,387","522,330",39.9%,155.5,"91,875","67,816","856,970",36.1%,"127,801","102,481","347,132","61,747","44,453","334,640",29.1%,0.345,0.047
New York,18.8,"130,360","92,454","4,715,750",48.0%,162.3,"109,732","74,314","7,652,666",44.6%,"155,050","113,319","3,268,729","71,076","45,740","2,936,916",37.5%,0.298,0.036,18.2,"141,334","99,066","4,738,232",46.8%,159.2,"119,130","79,557","7,774,308",43.3%,"168,776","121,320","3,288,930","78,600","50,181","3,036,076",36.4%,0.299,0.039,16.9,"144,786","102,038","4,751,812",46.4%,152.8,"122,227","82,095","7,809,267",42.7%,"172,336","125,845","3,290,690","80,955","51,619","3,057,455",35.7%,0.28,0.043,16.0,"152,219","106,073","4,760,304",45.8%,145.7,"128,562","85,820","7,828,074",41.9%,"181,851","130,648","3,284,367","85,493","53,817","3,067,770",34.5%,0.295,0.042
North Carolina,30.4,"103,912","77,601","2,685,695",39.7%,170.9,"86,804","61,972","4,179,632",38.3%,"121,482","93,659","1,976,957","52,726","36,966","1,493,937",34.3%,0.351,0.039,28.8,"112,123","83,448","2,785,497",38.5%,165.8,"94,353","67,481","4,299,266",36.8%,"130,320","99,793","2,057,368","58,122","41,534","1,513,769",32.6%,0.335,0.055,25.3,"117,061","87,911","2,826,531",38.2%,161.2,"98,139","70,804","4,392,669",37.1%,"136,208","105,117","2,080,906","60,157","43,431","1,566,138",33.8%,0.34,0.05,24.3,"124,680","92,847","2,878,473",38.6%,155.5,"103,766","73,958","4,496,359",36.9%,"145,385","111,345","2,112,307","62,702","45,293","1,617,886",32.6%,0.345,0.041
North Dakota,25.2,"107,876","89,504","190,518",39.6%,152.8,"86,666","66,519","322,511",38.3%,"120,299","101,310","148,550","52,702","38,264","131,993",35.3%,0.359,0.031,25.1,"125,399","97,853","193,761",36.7%,155.0,"97,699","71,970","331,481",34.6%,"138,061","108,453","156,026","55,371","43,372","137,720",30.9%,0.36,0.036,24.0,"125,994","103,823","191,997",36.2%,159.0,"98,324","76,525","338,059",34.9%,"138,698","115,330","155,411","58,736","45,661","146,062",32.6%,0.356,0.034,19.6,"131,469","103,393","200,025",37.6%,161.1,"103,487","77,871","349,705",34.8%,"148,534","118,577","158,667","63,218","48,273","149,680",30.5%,0.369,0.034
Ohio,29.5,"103,110","80,760","2,986,455",36.2%,204.7,"84,572","62,262","4,832,922",34.9%,"121,275","97,373","2,162,168","51,276","37,034","1,846,467",31.6%,0.381,0.04,27.6,"110,719","86,001","2,983,145",35.5%,193.9,"90,109","65,720","4,878,206",34.1%,"129,527","103,290","2,173,755","54,221","40,164","1,895,061",30.7%,0.383,0.044,26.1,"115,168","89,221","2,994,112",36.3%,183.7,"93,500","67,769","4,917,309",34.5%,"135,224","106,890","2,172,396","56,134","41,286","1,923,197",30.4%,0.364,0.044,23.7,"119,315","93,734","3,017,765",36.1%,183.7,"97,483","72,212","4,929,322",34.6%,"139,073","112,149","2,196,451","58,943","43,070","1,911,557",30.9%,0.369,0.048
Oklahoma,35.1,"90,118","69,967","999,852",40.9%,264.2,"75,430","55,826","1,547,967",39.2%,"105,371","84,793","731,871","45,211","32,980","548,115",35.1%,0.388,0.054,33.8,"98,937","75,476","1,017,586",39.4%,257.1,"82,741","59,673","1,573,180",38.1%,"114,545","90,595","746,847","49,318","35,419","555,594",34.1%,0.402,0.059,28.5,"103,381","80,417","1,018,318",39.0%,250.7,"85,650","62,138","1,589,105",37.0%,"120,079","95,573","735,765","50,640","37,256","570,787",32.4%,0.387,0.061,29.3,"107,754","82,640","1,030,442",38.7%,254.3,"90,075","66,148","1,603,748",36.9%,"125,811","100,115","747,696","54,161","39,816","573,306",32.2%,0.368,0.06
Oregon,25.9,"113,270","88,085","1,054,032",34.2%,148.5,"95,662","71,562","1,702,599",33.3%,"127,809","101,259","806,612","61,912","44,491","648,567",29.7%,0.306,0.036,25.4,"123,364","93,384","1,041,083",32.7%,145.4,"102,923","75,657","1,726,340",31.7%,"140,570","108,201","788,221","66,755","48,114","685,257",28.7%,0.312,0.044,23.6,"125,331","97,946","1,083,103",33.1%,142.3,"107,214","80,160","1,752,050",32.3%,"142,653","113,252","810,607","71,598","50,157","668,947",29.2%,0.336,0.048,22.6,"132,592","104,569","1,072,174",33.2%,132.7,"110,900","85,220","1,744,270",32.7%,"148,806","120,342","815,824","70,132","51,041","672,096",30.2%,0.335,0.049
Pennsylvania,23.5,"112,917","87,500","3,298,555",40.8%,180.6,"93,835","68,957","5,228,956",39.0%,"130,454","103,315","2,449,955","57,455","39,969","1,930,401",34.7%,0.332,0.037,22.6,"121,871","93,029","3,294,814",39.1%,173.4,"100,015","71,798","5,294,065",37.2%,"140,307","109,173","2,462,324","60,489","42,203","1,999,251",32.9%,0.329,0.043,20.4,"124,838","94,367","3,316,875",38.5%,166.6,"102,578","73,824","5,324,209",37.0%,"144,981","111,664","2,446,845","61,447","43,501","2,007,334",33.5%,,,20.0,"131,583","100,557","3,329,815",38.2%,162.4,"107,471","77,545","5,361,724",35.9%,"151,352","118,521","2,473,004","63,902","45,993","2,031,909",31.2%,0.342,0.048
Puerto Rico,,"41,678","27,669","738,853",39.3%,,"35,452","22,237","1,165,982",36.3%,"53,721","36,333","401,781","21,531","13,535","427,129",28.0%,,,,"45,243","29,544","820,788",38.1%,,"39,142","24,112","1,289,311",35.5%,"59,169","39,637","449,853","24,694","15,006","468,523",28.2%,,,,"48,941","32,091","798,202",39.2%,,"41,592","25,621","1,277,486",35.0%,"62,278","42,665","434,951","26,028","15,409","479,284",26.0%,,,,"51,730","34,730","764,486",40.2%,,"43,218","27,213","1,242,609",35.9%,"66,720","44,847","419,876","26,592","16,524","478,123",27.5%,,
Rhode Island,19.5,"122,029","97,304","268,718",46.2%,158.7,"99,144","74,008","440,170",43.1%,"142,633","116,036","194,722","58,838","43,210","171,452",37.2%,0.296,0.031,18.9,"133,207","105,989","266,935",42.8%,152.6,"108,023","81,854","446,688",40.8%,"153,078","126,702","188,207","65,595","48,459","179,753",36.3%,0.3,0.037,18.6,"138,420","110,143","268,831",43.5%,151.8,"113,091","84,972","443,980",41.7%,"160,916","130,921","193,263","68,322","51,650","175,149",36.8%,0.316,0.045,16.2,"137,481","108,082","269,995",42.4%,146.5,"114,532","83,504","448,318",39.7%,"159,665","131,985","193,758","74,899","51,211","178,323",34.0%,0.311,0.029
South Carolina,26.3,"96,209","73,901","1,337,289",42.9%,189.1,"81,580","59,318","2,049,972",42.3%,"113,027","90,012","964,209","50,546","35,847","712,683",39.9%,0.35,0.049,25.8,"105,495","79,886","1,398,412",40.6%,177.7,"88,704","64,115","2,136,080",39.4%,"123,598","96,419","1,018,293","53,647","38,426","737,668",36.2%,0.342,0.047,23.4,"109,676","83,747","1,422,966",40.9%,178.5,"92,578","67,804","2,177,733",39.2%,"128,855","101,770","1,036,532","56,369","41,014","754,767",34.7%,0.36,0.05,22.9,"116,697","90,883","1,460,157",39.5%,175.0,"97,757","72,350","2,222,890",38.4%,"134,839","107,819","1,070,193","57,605","42,589","762,733",34.9%,0.346,0.046
South Dakota,28.9,"105,008","82,562","221,214",33.5%,153.0,"86,194","66,143","356,887",32.8%,"118,049","93,567","175,003","53,024","40,405","135,673",30.7%,0.379,0.031,29.4,"110,227","89,573","224,853",33.3%,158.2,"90,806","69,728","368,300",32.8%,"123,656","101,659","177,786","57,250","42,028","143,447",31.0%,0.359,0.033,23.0,"120,001","94,560","231,690",34.1%,152.8,"96,650","71,810","378,559",33.2%,"134,536","106,869","182,163","56,249","41,971","146,869",30.6%,0.36,0.046,24.6,"121,465","98,083","236,510",34.2%,144.2,"100,178","76,881","382,302",32.4%,"134,597","110,370","188,332","61,595","47,275","145,792",28.6%,0.369,0.038
Tennessee,31.4,"100,324","74,709","1,782,813",41.0%,223.8,"83,777","59,695","2,770,395",39.9%,"116,905","89,329","1,303,575","50,163","35,951","987,582",36.3%,0.351,0.051,31.2,"105,555","80,910","1,846,572",39.9%,218.3,"89,799","65,254","2,846,684",38.5%,"123,035","96,141","1,342,153","56,860","40,285","1,000,112",34.2%,0.373,0.061,29.2,"112,053","85,440","1,847,158",40.7%,210.2,"94,180","67,631","2,889,226",38.8%,"129,592","101,367","1,350,430","58,259","41,407","1,042,068",34.4%,0.376,0.065,30.4,"118,478","90,018","1,874,168",39.7%,210.0,"99,759","71,997","2,928,765",38.3%,"137,193","105,402","1,367,949","62,460","43,979","1,054,597",34.6%,,
Texas,27.5,"107,778","80,304","7,373,185",41.2%,180.7,"93,668","66,963","10,796,247",38.8%,"126,519","98,041","5,341,490","58,904","41,190","3,423,062",32.2%,0.347,0.046,25.6,"117,182","86,267","7,483,376",40.6%,172.3,"101,738","72,284","11,087,708",37.8%,"137,489","105,245","5,401,546","64,874","45,999","3,604,332",30.6%,0.352,0.05,24.2,"123,683","91,467","7,587,046",40.5%,167.7,"106,549","75,780","11,260,645",37.8%,"144,529","109,997","5,486,996","66,123","47,822","3,673,599",30.8%,0.344,0.048,23.0,"129,585","96,239","7,739,539",40.3%,163.1,"111,695","79,721","11,449,769",37.6%,"152,184","116,785","5,574,265","69,162","50,036","3,710,230",30.6%,0.356,0.051
Utah,29.2,"119,473","92,192","798,045",35.3%,162.4,"105,076","79,449","1,101,499",34.7%,"129,302","100,616","652,738","61,038","45,487","303,454",30.6%,0.315,0.031,25.4,"127,229","102,177","830,599",33.7%,159.4,"114,044","89,168","1,129,660",34.2%,"138,068","111,564","672,316","69,275","51,496","299,061",32.3%,0.314,0.034,23.1,"131,919","107,507","843,162",34.7%,162.4,"117,752","93,421","1,167,591",34.7%,"144,379","117,765","679,547","72,564","53,736","324,429",32.0%,0.302,0.039,23.2,"137,418","111,919","849,439",34.6%,160.5,"122,370","96,658","1,184,428",34.7%,"151,152","123,651","679,429","75,814","56,838","334,989",32.3%,0.31,0.036
Vermont,17.9,"114,514","90,556","165,039",33.2%,175.7,"94,496","72,431","270,163",33.0%,N,"102,010","130,749","58,532","40,968","105,124",31.5%,0.285,0.031,18.9,"117,603","96,345","164,496",32.6%,165.1,"97,261","73,991","277,090",32.5%,"130,659","108,671","131,234","63,143","46,022","112,594",31.0%,0.26,0.034,18.9,"130,537","104,756","165,759",32.3%,153.0,"105,931","81,211","279,612",32.6%,"142,495","116,232","132,173","65,528","46,744","113,853",31.8%,0.287,0.033,17.8,"135,160","105,766","164,873",32.5%,157.6,"109,920","82,730","285,548",32.0%,"150,713","118,784","128,672","69,294","52,385","120,675",30.0%,0.29,0.03
Virginia,25.8,"131,733","100,763","2,164,944",40.0%,167.2,"111,287","80,963","3,331,461",38.4%,"151,438","118,799","1,629,590","68,715","47,745","1,166,517",34.3%,0.332,0.031,26.9,"141,078","107,101","2,191,916",39.2%,159.2,"119,058","85,873","3,380,607",37.2%,"163,178","126,808","1,642,002","73,302","51,436","1,188,691",32.4%,0.344,0.038,24.1,"146,231","109,947","2,217,793",38.9%,155.9,"123,132","89,931","3,402,670",36.7%,"168,277","129,881","1,665,817","74,648","53,526","1,184,877",31.3%,0.343,0.043,22.6,"150,526","114,278","2,231,548",37.9%,151.7,"127,363","92,090","3,449,307",36.4%,"173,213","135,478","1,664,649","79,782","57,059","1,217,759",32.4%,0.323,0.041
Washington,24.8,"135,552","102,178","1,937,081",33.2%,147.7,"116,349","84,247","3,022,255",32.2%,"153,821","118,038","1,503,723","75,817","52,055","1,085,174",28.3%,0.291,0.034,23.3,"146,344","109,192","1,935,445",34.9%,142.7,"125,847","91,306","3,079,953",33.3%,"165,028","124,257","1,499,199","84,851","57,299","1,144,508",29.1%,0.311,0.035,21.0,"151,529","113,053","1,954,339",34.0%,136.5,"129,161","94,605","3,101,265",32.2%,"171,199","129,836","1,511,217","84,222","59,147","1,146,926",27.4%,0.306,0.035,22.2,"161,312","120,265","1,980,171",33.2%,133.2,"136,793","99,389","3,168,080",31.5%,"181,874","136,875","1,537,506","89,336","61,937","1,187,909",27.1%,0.314,0.038
West Virginia,47.6,"87,614","66,669","462,328",39.2%,223.0,"72,294","51,248","722,201",36.8%,"100,305","79,548","345,572","42,223","28,989","259,873",30.6%,0.409,0.07,41.1,"89,306","70,318","463,064",36.4%,209.5,"75,265","54,329","736,341",34.2%,"102,844","83,915","338,510","48,384","31,082","273,277",29.3%,0.407,0.085,36.2,"93,936","73,421","457,298",36.6%,204.8,"76,585","55,948","743,644",34.6%,"107,953","86,392","336,677","45,593","32,846","286,346",30.3%,0.411,0.072,34.3,"97,074","78,252","472,539",36.1%,205.3,"81,114","60,798","740,840",35.1%,"111,019","91,334","349,674","49,005","33,866","268,301",32.0%,0.414,0.071
Wisconsin,22.6,"107,124","85,810","1,514,656",35.0%,171.7,"88,304","67,125","2,449,970",34.3%,"120,929","99,381","1,162,694","54,073","40,664","935,314",32.0%,0.334,0.034,19.1,"114,906","91,700","1,511,105",33.5%,166.6,"94,085","70,996","2,491,121",32.1%,"129,517","105,109","1,171,977","57,892","42,812","980,016",28.7%,0.372,0.039,18.8,"120,531","96,999","1,503,221",33.3%,167.3,"97,894","74,631","2,495,539",31.6%,"134,989","110,739","1,169,734","59,771","45,567","992,318",28.0%,0.359,0.043,18.9,"123,358","100,319","1,520,495",32.5%,160.1,"100,929","77,488","2,535,198",31.5%,"138,683","113,558","1,174,673","63,272","48,114","1,014,703",29.2%,0.374,0.046
Wyoming,23.9,"105,191","83,789","150,833",33.6%,159.4,"86,911","65,204","242,763",33.1%,"114,752","93,500","120,894","54,175","36,982","91,930",31.3%,0.314,0.042,24.5,"106,006","86,552","153,365",34.3%,157.1,"90,018","70,042","243,321",32.8%,"117,273","98,789","119,329","57,301","40,019","89,956",28.8%,0.335,0.035,25.2,"106,990","91,428","154,419",33.2%,151.7,"93,304","72,415","247,368",33.1%,"119,138","101,463","121,639","66,632","43,817","92,949",31.5%,0.333,0.048,22.1,"122,593","94,951","160,123",36.1%,156.2,"101,197","75,532","256,289",34.4%,"137,161","107,526","127,893","62,740","43,664","96,166",29.8%,0.325,0.052
State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
