State,2021_Families!!Estimate_Mean income (dollars),2021_Families!!Estimate_Median income (dollars),2021_Families!!Estimate_PERCENT ALLOCATED,2021_Families!!Estimate_Total,2021_Families!!Estimate_    Family income in the past 12 months,2021_Families!!Estimate_    Household income in the past 12 months,2021_Families!!Estimate_    Nonfamily income in the past 12 months,2021_Households!!Estimate_Mean income (dollars),2021_Households!!Estimate_Median income (dollars),2021_Households!!Estimate_PERCENT ALLOCATED,2021_Households!!Estimate_Total,2021_Households!!Estimate_    Family income in the past 12 months,2021_Households!!Estimate_    Household income in the past 12 months,2021_Households!!Estimate_    Nonfamily income in the past 12 months,2021_Married-couple families!!Estimate_Mean income (dollars),2021_Married-couple families!!Estimate_Median income (dollars),2021_Married-couple families!!Estimate_PERCENT ALLOCATED,2021_Married-couple families!!Estimate_Total,2021_Married-couple families!!Estimate_    Family income in the past 12 months,2021_Married-couple families!!Estimate_    Household income in the past 12 months,2021_Married-couple families!!Estimate_    Nonfamily income in the past 12 months,2021_Nonfamily households!!Estimate_Mean income (dollars),2021_Nonfamily households!!Estimate_Median income (dollars),2021_Nonfamily households!!Estimate_PERCENT ALLOCATED,2021_Nonfamily households!!Estimate_Total,2021_Nonfamily households!!Estimate_    Family income in the past 12 months,2021_Nonfamily households!!Estimate_    Household income in the past 12 months,2021_Nonfamily households!!Estimate_    Nonfamily income in the past 12 months,2022_Families!!Estimate_Mean income (dollars),2022_Families!!Estimate_Median income (dollars),2022_Families!!Estimate_PERCENT ALLOCATED,2022_Families!!Estimate_Total,2022_Families!!Estimate_    Family income in the past 12 months,2022_Families!!Estimate_    Household income in the past 12 months,2022_Families!!Estimate_    Nonfamily income in the past 12 months,2022_Households!!Estimate_Mean income (dollars),2022_Households!!Estimate_Median income (dollars),2022_Households!!Estimate_PERCENT ALLOCATED,2022_Households!!Estimate_Total,2022_Households!!Estimate_    Family income in the past 12 months,2022_Households!!Estimate_    Household income in the past 12 months,2022_Households!!Estimate_    Nonfamily income in the past 12 months,2022_Married-couple families!!Estimate_Mean income (dollars),2022_Married-couple families!!Estimate_Median income (dollars),2022_Married-couple families!!Estimate_PERCENT ALLOCATED,2022_Married-couple families!!Estimate_Total,2022_Married-couple families!!Estimate_    Family income in the past 12 months,2022_Married-couple families!!Estimate_    Household income in the past 12 months,2022_Married-couple families!!Estimate_    Nonfamily income in the past 12 months,2022_Nonfamily households!!Estimate_Mean income (dollars),2022_Nonfamily households!!Estimate_Median income (dollars),2022_Nonfamily households!!Estimate_PERCENT ALLOCATED,2022_Nonfamily households!!Estimate_Total,2022_Nonfamily households!!Estimate_    Family income in the past 12 months,2022_Nonfamily households!!Estimate_    Household income in the past 12 months,2022_Nonfamily households!!Estimate_    Nonfamily income in the past 12 months,2023_Families!!Estimate_Mean income (dollars),2023_Families!!Estimate_Median income (dollars),2023_Families!!Estimate_PERCENT ALLOCATED,2023_Families!!Estimate_Total,2023_Families!!Estimate_    Family income in the past 12 months,2023_Families!!Estimate_    Household income in the past 12 months,2023_Families!!Estimate_    Nonfamily income in the past 12 months,2023_Households!!Estimate_Mean income (dollars),2023_Households!!Estimate_Median income (dollars),2023_Households!!Estimate_PERCENT ALLOCATED,2023_Households!!Estimate_Total,2023_Households!!Estimate_    Family income in the past 12 months,2023_Households!!Estimate_    Household income in the past 12 months,2023_Households!!Estimate_    Nonfamily income in the past 12 months,2023_Married-couple families!!Estimate_Mean income (dollars),2023_Married-couple families!!Estimate_Median income (dollars),2023_Married-couple families!!Estimate_PERCENT ALLOCATED,2023_Married-couple families!!Estimate_Total,2023_Married-couple families!!Estimate_    Family income in the past 12 months,2023_Married-couple families!!Estimate_    Household income in the past 12 months,2023_Married-couple families!!Estimate_    Nonfamily income in the past 12 months,2023_Nonfamily households!!Estimate_Mean income (dollars),2023_Nonfamily households!!Estimate_Median income (dollars),2023_Nonfamily households!!Estimate_PERCENT ALLOCATED,2023_Nonfamily households!!Estimate_Total,2023_Nonfamily households!!Estimate_    Family income in the past 12 months,2023_Nonfamily households!!Estimate_    Household income in the past 12 months,2023_Nonfamily households!!Estimate_    Nonfamily income in the past 12 months,2024_Families!!Estimate_Mean income (dollars),2024_Families!!Estimate_Median income (dollars),2024_Families!!Estimate_PERCENT ALLOCATED,2024_Families!!Estimate_Total,2024_Families!!Estimate_    Family income in the past 12 months,2024_Families!!Estimate_    Household income in the past 12 months,2024_Families!!Estimate_    Nonfamily income in the past 12 months,2024_Households!!Estimate_Mean income (dollars),2024_Households!!Estimate_Median income (dollars),2024_Households!!Estimate_PERCENT ALLOCATED,2024_Households!!Estimate_Total,2024_Households!!Estimate_    Family income in the past 12 months,2024_Households!!Estimate_    Household income in the past 12 months,2024_Households!!Estimate_    Nonfamily income in the past 12 months,2024_Married-couple families!!Estimate_Mean income (dollars),2024_Married-couple families!!Estimate_Median income (dollars),2024_Married-couple families!!Estimate_PERCENT ALLOCATED,2024_Married-couple families!!Estimate_Total,2024_Married-couple families!!Estimate_    Family income in the past 12 months,2024_Married-couple families!!Estimate_    Household income in the past 12 months,2024_Married-couple families!!Estimate_    Nonfamily income in the past 12 months,2024_Nonfamily households!!Estimate_Mean income (dollars),2024_Nonfamily households!!Estimate_Median income (dollars),2024_Nonfamily households!!Estimate_PERCENT ALLOCATED,2024_Nonfamily households!!Estimate_Total,2024_Nonfamily households!!Estimate_    Family income in the past 12 months,2024_Nonfamily households!!Estimate_    Household income in the past 12 months,2024_Nonfamily households!!Estimate_    Nonfamily income in the past 12 months
Georgia,"107,259","80,731",,"2,675,262",44.2%,(X),(X),"92,425","66,559",,"4,001,109",(X),42.4%,(X),"127,871","98,384",,"1,881,572",(X),(X),(X),"58,190","41,300",,"1,325,847",(X),(X),37.2%,"116,323","86,642",,"2,733,234",42.7%,(X),(X),"99,863","72,837",,"4,092,467",(X),40.8%,(X),"137,787","105,880",,"1,917,471",(X),(X),(X),"61,965","44,656",,"1,359,233",(X),(X),35.5%,"121,214","91,058",,"2,735,185",43.2%,(X),(X),"103,146","74,632",,"4,150,138",(X),41.4%,(X),"143,275","111,443",,"1,925,665",(X),(X),(X),"63,562","45,317",,"1,414,953",(X),(X),36.6%,"127,551","96,419",,"2,793,843",43.7%,(X),(X),"108,907","79,991",,"4,220,732",(X),41.5%,(X),"149,586","116,922",,"1,971,007",(X),(X),(X),"67,057","49,250",,"1,426,889",(X),(X),36.0%
Hawaii,"127,684","100,890",,"334,899",43.0%,(X),(X),"111,751","84,857",,"490,080",(X),41.0%,(X),"141,101","113,919",,"248,069",(X),(X),(X),"66,808","49,452",,"155,181",(X),(X),33.8%,"135,028","108,285",,"335,052",40.8%,(X),(X),"120,969","92,458",,"494,827",(X),38.7%,(X),"151,985","122,592",,"240,727",(X),(X),(X),"76,308","53,295",,"159,775",(X),(X),31.9%,"140,701","113,856",,"336,748",39.8%,(X),(X),"124,713","95,322",,"493,898",(X),38.1%,(X),"156,914","128,308",,"248,739",(X),(X),(X),"76,040","53,331",,"157,150",(X),(X),31.3%,"147,865","119,933",,"331,709",38.9%,(X),(X),"131,862","100,745",,"493,151",(X),37.3%,(X),"163,160","133,605",,"241,695",(X),(X),(X),"83,083","58,685",,"161,442",(X),(X),30.9%
Idaho,"101,601","79,993",,"476,470",34.0%,(X),(X),"89,955","66,474",,"693,882",(X),33.5%,(X),"111,597","88,433",,"385,704",(X),(X),(X),"59,986","38,607",,"217,412",(X),(X),30.6%,"108,727","85,193",,"491,073",34.4%,(X),(X),"94,503","72,785",,"717,151",(X),34.3%,(X),"119,113","93,252",,"396,372",(X),(X),(X),"57,863","42,145",,"226,078",(X),(X),32.3%,"114,190","91,098",,"510,562",35.0%,(X),(X),"98,653","74,942",,"733,244",(X),34.4%,(X),"124,695","99,346",,"408,624",(X),(X),(X),"57,791","42,022",,"222,682",(X),(X),31.6%,"119,379","96,310",,"512,450",33.7%,(X),(X),"104,073","81,166",,"751,181",(X),33.1%,(X),"131,124","105,402",,"410,032",(X),(X),(X),"65,214","48,391",,"238,731",(X),(X),30.6%
Illinois,"120,125","90,861",,"3,135,600",42.0%,(X),(X),"99,874","72,205",,"4,991,641",(X),39.3%,(X),"139,935","108,583",,"2,300,396",(X),(X),(X),"62,051","43,121",,"1,856,041",(X),(X),33.7%,"129,493","96,948",,"3,137,923",40.9%,(X),(X),"106,728","76,708",,"5,056,360",(X),38.5%,(X),"151,829","116,450",,"2,282,497",(X),(X),(X),"65,371","46,533",,"1,918,437",(X),(X),33.3%,"134,394","101,886",,"3,133,511",41.4%,(X),(X),"110,930","80,306",,"5,071,288",(X),38.6%,(X),"156,689","120,927",,"2,274,511",(X),(X),(X),"69,009","48,842",,"1,937,777",(X),(X),33.0%,"140,124","106,800",,"3,139,340",40.6%,(X),(X),"115,705","83,211",,"5,105,448",(X),37.7%,(X),"163,289","127,452",,"2,287,305",(X),(X),(X),"72,007","50,342",,"1,966,108",(X),(X),32.0%
Indiana,"99,248","79,243",,"1,717,448",39.1%,(X),(X),"82,643","62,743",,"2,680,694",(X),37.4%,(X),"113,555","91,970",,"1,285,451",(X),(X),(X),"49,238","36,751",,"963,246",(X),(X),33.2%,"106,944","84,508",,"1,740,106",36.7%,(X),(X),"88,805","66,785",,"2,726,489",(X),35.5%,(X),"122,445","97,914",,"1,307,913",(X),(X),(X),"53,033","39,768",,"986,383",(X),(X),32.2%,"111,042","87,851",,"1,734,567",35.8%,(X),(X),"91,900","69,477",,"2,754,881",(X),34.6%,(X),"127,546","103,145",,"1,287,098",(X),(X),(X),"55,268","41,309",,"1,020,314",(X),(X),31.5%,"114,934","90,323",,"1,766,749",36.0%,(X),(X),"95,565","71,959",,"2,775,637",(X),34.5%,(X),"132,730","106,778",,"1,293,561",(X),(X),(X),"57,147","42,363",,"1,008,888",(X),(X),30.6%
Iowa,"105,137","84,908",,"807,506",34.8%,(X),(X),"86,499","65,600",,"1,300,467",(X),34.2%,(X),"117,686","96,168",,"638,989",(X),(X),(X),"51,885","38,979",,"492,961",(X),(X),31.6%,"114,205","90,851",,"821,960",33.8%,(X),(X),"92,695","69,588",,"1,330,995",(X),33.4%,(X),"128,072","103,754",,"646,759",(X),(X),(X),"54,531","41,504",,"509,035",(X),(X),31.5%,"115,060","92,352",,"819,792",33.1%,(X),(X),"93,942","71,433",,"1,337,243",(X),32.1%,(X),"129,189","105,537",,"644,904",(X),(X),(X),"56,970","42,048",,"517,451",(X),(X),29.6%,"117,381","96,797",,"832,872",33.5%,(X),(X),"96,497","75,501",,"1,343,422",(X),32.3%,(X),"132,710","110,683",,"642,672",(X),(X),(X),"58,386","45,281",,"510,550",(X),(X),29.3%
Kansas,"105,012","82,637",,"741,029",36.2%,(X),(X),"86,580","64,124",,"1,159,026",(X),35.3%,(X),"119,449","95,458",,"574,260",(X),(X),(X),"50,523","36,685",,"417,997",(X),(X),32.6%,"113,962","89,712",,"740,407",37.2%,(X),(X),"93,221","68,925",,"1,175,294",(X),35.9%,(X),"128,205","102,123",,"574,286",(X),(X),(X),"54,058","39,735",,"434,887",(X),(X),32.3%,"113,966","90,492",,"753,460",35.5%,(X),(X),"93,781","70,333",,"1,188,340",(X),34.0%,(X),"128,868","103,964",,"581,346",(X),(X),(X),"54,987","41,087",,"434,880",(X),(X),30.2%,"124,483","96,101",,"758,824",34.9%,(X),(X),"101,988","75,514",,"1,204,374",(X),34.0%,(X),"140,174","111,024",,"590,956",(X),(X),(X),"59,372","44,477",,"445,550",(X),(X),31.2%
Kentucky,"90,106","70,060",,"1,159,532",37.6%,(X),(X),"76,234","55,573",,"1,785,682",(X),35.9%,(X),"104,785","83,954",,"850,400",(X),(X),(X),"47,032","32,452",,"626,150",(X),(X),31.3%,"99,631","76,119",,"1,172,125",36.1%,(X),(X),"82,614","59,341",,"1,828,680",(X),34.6%,(X),"115,427","91,212",,"860,710",(X),(X),(X),"48,151","33,993",,"656,555",(X),(X),30.6%,"100,215","77,935",,"1,187,553",36.6%,(X),(X),"83,499","61,118",,"1,853,603",(X),34.8%,(X),"116,971","93,544",,"867,100",(X),(X),(X),"49,828","36,323",,"666,050",(X),(X),30.6%,"105,546","82,757",,"1,189,969",36.9%,(X),(X),"87,717","64,526",,"1,865,456",(X),34.8%,(X),"122,424","98,920",,"866,644",(X),(X),(X),"52,411","38,452",,"675,487",(X),(X),29.9%
Louisiana,"90,570","67,045",,"1,138,131",47.3%,(X),(X),"75,590","52,087",,"1,783,924",(X),44.6%,(X),"112,131","88,243",,"756,880",(X),(X),(X),"45,785","30,626",,"645,793",(X),(X),38.4%,"96,505","72,866",,"1,131,137",41.7%,(X),(X),"79,175","55,416",,"1,816,902",(X),39.9%,(X),"119,167","94,699",,"754,142",(X),(X),(X),"47,270","32,360",,"685,765",(X),(X),35.5%,"101,069","75,974",,"1,152,396",42.0%,(X),(X),"83,303","58,229",,"1,833,915",(X),39.1%,(X),"123,493","96,460",,"767,299",(X),(X),(X),"49,634","32,837",,"681,519",(X),(X),33.4%,"105,961","80,529",,"1,154,304",41.1%,(X),(X),"86,656","60,986",,"1,848,965",(X),39.5%,(X),"130,588","104,613",,"769,606",(X),(X),(X),"51,129","36,040",,"694,661",(X),(X),35.6%
Maine,"106,929","82,842",,"365,226",34.0%,(X),(X),"87,756","64,767",,"593,626",(X),33.5%,(X),"119,450","93,712",,"288,115",(X),(X),(X),"52,814","38,143",,"228,400",(X),(X),31.4%,"114,321","88,063",,"370,935",33.3%,(X),(X),"93,555","69,543",,"605,338",(X),33.1%,(X),"127,359","100,366",,"292,681",(X),(X),(X),"55,434","40,639",,"234,403",(X),(X),31.2%,"115,534","91,546",,"375,377",36.0%,(X),(X),"97,157","73,733",,"616,085",(X),35.1%,(X),"129,513","104,055",,"294,871",(X),(X),(X),"63,378","45,735",,"240,708",(X),(X),32.7%,"125,691","99,546",,"370,334",33.8%,(X),(X),"102,734","76,442",,"615,235",(X),32.8%,(X),"138,527","110,544",,"293,267",(X),(X),(X),"63,299","45,568",,"244,901",(X),(X),30.2%
Maryland,"142,408","110,978",,"1,549,154",38.8%,(X),(X),"119,958","90,203",,"2,355,652",(X),37.4%,(X),"167,746","135,128",,"1,108,456",(X),(X),(X),"71,519","54,348",,"806,498",(X),(X),33.0%,"148,486","117,294",,"1,546,282",39.4%,(X),(X),"125,876","94,991",,"2,375,984",(X),37.7%,(X),"172,927","141,599",,"1,104,626",(X),(X),(X),"77,318","57,179",,"829,702",(X),(X),32.8%,"154,194","121,875",,"1,533,915",38.5%,(X),(X),"129,366","98,678",,"2,384,715",(X),36.8%,(X),"178,757","146,333",,"1,092,004",(X),(X),(X),"77,885","60,660",,"850,800",(X),(X),31.9%,"163,548","130,035",,"1,541,015",39.5%,(X),(X),"136,413","102,905",,"2,401,394",(X),37.2%,(X),"191,211","158,746",,"1,091,914",(X),(X),(X),"81,279","61,759",,"860,379",(X),(X),31.6%
Massachusetts,"150,788","113,822",,"1,719,532",43.4%,(X),(X),"124,789","89,645",,"2,759,018",(X),41.0%,(X),"175,658","136,843",,"1,268,347",(X),(X),(X),"76,380","52,250",,"1,039,486",(X),(X),35.5%,"162,406","120,263",,"1,724,355",41.7%,(X),(X),"133,823","94,488",,"2,797,776",(X),39.4%,(X),"191,170","145,577",,"1,263,224",(X),(X),(X),"82,617","55,979",,"1,073,421",(X),(X),34.5%,"168,151","126,104",,"1,730,855",42.3%,(X),(X),"138,516","99,858",,"2,800,984",(X),39.6%,(X),"195,131","151,403",,"1,269,734",(X),(X),(X),"84,654","59,594",,"1,070,129",(X),(X),34.0%,"174,000","131,831",,"1,761,366",42.2%,(X),(X),"144,312","104,828",,"2,829,804",(X),39.4%,(X),"203,136","159,210",,"1,282,733",(X),(X),(X),"89,402","61,790",,"1,068,438",(X),(X),33.5%
Michigan,"103,695","80,523",,"2,549,542",40.3%,(X),(X),"86,093","63,498",,"4,051,798",(X),39.0%,(X),"119,645","95,246",,"1,875,558",(X),(X),(X),"52,407","37,666",,"1,502,256",(X),(X),35.3%,"111,255","85,865",,"2,548,560",38.0%,(X),(X),"91,856","66,986",,"4,089,794",(X),36.7%,(X),"128,843","102,076",,"1,868,821",(X),(X),(X),"56,097","40,459",,"1,541,234",(X),(X),33.5%,"114,255","88,499",,"2,566,352",36.9%,(X),(X),"93,806","69,183",,"4,107,809",(X),35.2%,(X),"131,216","104,537",,"1,896,709",(X),(X),(X),"56,097","41,497",,"1,541,457",(X),(X),31.1%,"120,336","93,305",,"2,566,245",36.3%,(X),(X),"98,697","72,389",,"4,131,281",(X),34.6%,(X),"138,813","110,529",,"1,897,370",(X),(X),(X),"59,693","44,047",,"1,565,036",(X),(X),30.8%
Minnesota,"125,058","99,567",,"1,427,221",34.6%,(X),(X),"103,305","77,720",,"2,281,033",(X),33.9%,(X),"140,453","113,456",,"1,122,121",(X),(X),(X),"62,185","46,436",,"853,812",(X),(X),31.5%,"133,458","105,324",,"1,456,312",33.0%,(X),(X),"109,737","82,338",,"2,322,190",(X),32.3%,(X),"149,174","119,140",,"1,147,255",(X),(X),(X),"65,533","48,461",,"865,878",(X),(X),29.8%,"138,533","108,215",,"1,447,372",32.5%,(X),(X),"113,293","85,086",,"2,344,432",(X),31.6%,(X),"154,644","122,974",,"1,140,240",(X),(X),(X),"67,500","50,692",,"897,060",(X),(X),28.9%,"142,691","112,716",,"1,453,940",32.3%,(X),(X),"116,159","87,117",,"2,363,442",(X),31.5%,(X),"159,823","128,690",,"1,138,143",(X),(X),(X),"68,930","52,211",,"909,502",(X),(X),28.8%
Mississippi,"81,780","64,035",,"742,851",44.9%,(X),(X),"68,048","48,716",,"1,129,611",(X),42.8%,(X),"100,250","82,789",,"498,803",(X),(X),(X),"38,689","26,954",,"386,760",(X),(X),37.2%,"87,442","66,973",,"754,264",43.7%,(X),(X),"72,624","52,719",,"1,148,340",(X),41.0%,(X),"106,427","85,762",,"503,356",(X),(X),(X),"40,989","28,667",,"394,076",(X),(X),34.9%,"92,919","72,259",,"753,239",43.2%,(X),(X),"76,305","54,203",,"1,166,617",(X),40.4%,(X),"113,147","91,615",,"507,946",(X),(X),(X),"42,954","30,283",,"413,378",(X),(X),34.1%,"96,698","76,879",,"769,191",42.5%,(X),(X),"80,847","59,127",,"1,176,690",(X),39.7%,(X),"118,290","98,570",,"510,177",(X),(X),(X),"47,442","32,115",,"407,499",(X),(X),33.3%
Missouri,"103,361","79,084",,"1,555,743",36.8%,(X),(X),"84,920","61,847",,"2,468,726",(X),35.6%,(X),"118,376","92,163",,"1,176,418",(X),(X),(X),"50,134","36,036",,"912,983",(X),(X),32.5%,"108,019","83,420",,"1,569,735",36.1%,(X),(X),"88,586","64,811",,"2,521,832",(X),35.3%,(X),"123,979","98,090",,"1,168,049",(X),(X),(X),"52,852","38,435",,"952,097",(X),(X),32.7%,"113,860","88,850",,"1,587,271",35.1%,(X),(X),"93,074","68,545",,"2,556,271",(X),33.9%,(X),"129,879","103,254",,"1,190,753",(X),(X),(X),"55,229","41,014",,"969,000",(X),(X),30.8%,"118,023","92,101",,"1,591,484",34.6%,(X),(X),"96,920","71,589",,"2,563,244",(X),33.2%,(X),"135,536","107,473",,"1,190,688",(X),(X),(X),"58,068","42,092",,"971,760",(X),(X),29.5%
Montana,"103,786","79,958",,"275,623",37.1%,(X),(X),"87,083","63,249",,"448,949",(X),35.8%,(X),"116,080","91,666",,"219,056",(X),(X),(X),"55,835","38,707",,"173,326",(X),(X),33.2%,"109,448","83,580",,"282,216",38.0%,(X),(X),"90,874","67,631",,"464,072",(X),36.2%,(X),"121,898","94,791",,"223,380",(X),(X),(X),"58,278","40,582",,"181,856",(X),(X),32.2%,"113,037","88,591",,"286,269",35.3%,(X),(X),"94,069","70,804",,"472,867",(X),33.9%,(X),"124,585","100,020",,"228,589",(X),(X),(X),"61,521","41,938",,"186,598",(X),(X),30.9%,"124,922","97,801",,"285,217",35.6%,(X),(X),"101,634","75,340",,"468,981",(X),33.6%,(X),"137,755","108,127",,"229,637",(X),(X),(X),"61,998","44,974",,"183,764",(X),(X),30.0%
Nebraska,"109,786","88,484",,"495,142",35.9%,(X),(X),"89,209","66,817",,"785,982",(X),34.2%,(X),"123,126","99,687",,"391,102",(X),(X),(X),"50,988","37,749",,"290,840",(X),(X),30.1%,"116,618","92,676",,"501,595",35.4%,(X),(X),"94,599","69,597",,"803,157",(X),34.0%,(X),"132,582","106,393",,"390,540",(X),(X),(X),"54,076","40,712",,"301,562",(X),(X),30.6%,"124,408","96,439",,"507,500",35.5%,(X),(X),"101,268","74,590",,"813,864",(X),34.2%,(X),"138,555","107,610",,"398,895",(X),(X),(X),"58,598","42,849",,"306,364",(X),(X),30.7%,"122,371","100,245",,"514,383",36.0%,(X),(X),"100,280","76,376",,"824,012",(X),34.0%,(X),"137,054","112,075",,"402,810",(X),(X),(X),"59,323","45,631",,"309,629",(X),(X),29.5%
Nevada,"103,213","78,526",,"753,696",43.0%,(X),(X),"89,961","66,274",,"1,191,380",(X),41.1%,(X),"120,161","92,779",,"522,193",(X),(X),(X),"61,255","42,026",,"437,684",(X),(X),35.5%,"112,544","85,593",,"773,666",40.0%,(X),(X),"98,422","72,333",,"1,198,356",(X),38.6%,(X),"129,581","100,620",,"530,175",(X),(X),(X),"66,078","46,176",,"424,690",(X),(X),34.4%,"118,125","90,232",,"767,682",39.5%,(X),(X),"103,067","76,364",,"1,224,685",(X),37.5%,(X),"138,100","107,635",,"528,265",(X),(X),(X),"70,899","50,647",,"457,003",(X),(X),32.3%,"125,529","96,389",,"781,761",39.9%,(X),(X),"109,620","81,134",,"1,238,925",(X),37.8%,(X),"147,393","114,402",,"538,328",(X),(X),(X),"75,049","51,606",,"457,164",(X),(X),32.4%
New Hampshire,"131,377","108,208",,"361,209",36.2%,(X),(X),"111,908","88,465",,"548,026",(X),35.5%,(X),"144,633","121,400",,"286,604",(X),(X),(X),"67,462","48,469",,"186,817",(X),(X),32.4%,"140,757","112,950",,"358,120",34.3%,(X),(X),"119,452","89,992",,"557,220",(X),33.4%,(X),"154,617","126,386",,"285,354",(X),(X),(X),"75,262","52,292",,"199,100",(X),(X),30.2%,"148,204","116,546",,"367,335",33.1%,(X),(X),"124,500","96,838",,"569,493",(X),32.5%,(X),"163,967","133,780",,"292,316",(X),(X),(X),"74,525","55,035",,"202,158",(X),(X),29.9%,"156,219","124,960",,"361,715",33.9%,(X),(X),"128,604","99,782",,"570,689",(X),32.9%,(X),"172,456","139,183",,"287,265",(X),(X),(X),"74,643","55,415",,"208,974",(X),(X),30.0%
New Jersey,"147,745","110,102",,"2,379,328",43.2%,(X),(X),"124,951","89,296",,"3,497,945",(X),41.2%,(X),"170,911","132,308",,"1,763,645",(X),(X),(X),"70,650","50,424",,"1,118,617",(X),(X),35.3%,"157,601","117,988",,"2,378,459",41.6%,(X),(X),"134,191","96,346",,"3,516,978",(X),39.5%,(X),"181,939","140,500",,"1,753,523",(X),(X),(X),"78,512","54,589",,"1,138,519",(X),(X),33.4%,"161,739","121,944",,"2,395,738",42.2%,(X),(X),"138,153","99,781",,"3,538,457",(X),39.6%,(X),"188,089","146,672",,"1,755,631",(X),(X),(X),"81,483","58,033",,"1,142,719",(X),(X),32.5%,"167,365","127,593",,"2,414,189",40.7%,(X),(X),"143,216","104,294",,"3,543,944",(X),38.4%,(X),"194,803","152,435",,"1,764,953",(X),(X),(X),"84,494","60,668",,"1,129,755",(X),(X),32.0%
New Mexico,"90,496","67,786",,"522,651",38.4%,(X),(X),"76,989","53,992",,"834,007",(X),36.3%,(X),"108,441","86,242",,"357,938",(X),(X),(X),"50,572","35,517",,"311,356",(X),(X),31.0%,"97,014","74,341",,"516,464",39.5%,(X),(X),"82,382","59,726",,"848,218",(X),36.7%,(X),"116,046","92,049",,"344,144",(X),(X),(X),"55,207","36,532",,"331,754",(X),(X),30.7%,"98,871","75,197",,"524,550",38.7%,(X),(X),"85,782","62,268",,"856,580",(X),36.1%,(X),"120,087","95,566",,"350,569",(X),(X),(X),"59,694","42,058",,"332,030",(X),(X),30.1%,"108,068","84,387",,"522,330",39.9%,(X),(X),"91,875","67,816",,"856,970",(X),36.1%,(X),"127,801","102,481",,"347,132",(X),(X),(X),"61,747","44,453",,"334,640",(X),(X),29.1%
New York,"130,360","92,454",,"4,715,750",48.0%,(X),(X),"109,732","74,314",,"7,652,666",(X),44.6%,(X),"155,050","113,319",,"3,268,729",(X),(X),(X),"71,076","45,740",,"2,936,916",(X),(X),37.5%,"141,334","99,066",,"4,738,232",46.8%,(X),(X),"119,130","79,557",,"7,774,308",(X),43.3%,(X),"168,776","121,320",,"3,288,930",(X),(X),(X),"78,600","50,181",,"3,036,076",(X),(X),36.4%,"144,786","102,038",,"4,751,812",46.4%,(X),(X),"122,227","82,095",,"7,809,267",(X),42.7%,(X),"172,336","125,845",,"3,290,690",(X),(X),(X),"80,955","51,619",,"3,057,455",(X),(X),35.7%,"152,219","106,073",,"4,760,304",45.8%,(X),(X),"128,562","85,820",,"7,828,074",(X),41.9%,(X),"181,851","130,648",,"3,284,367",(X),(X),(X),"85,493","53,817",,"3,067,770",(X),(X),34.5%
North Carolina,"103,912","77,601",,"2,685,695",39.7%,(X),(X),"86,804","61,972",,"4,179,632",(X),38.3%,(X),"121,482","93,659",,"1,976,957",(X),(X),(X),"52,726","36,966",,"1,493,937",(X),(X),34.3%,"112,123","83,448",,"2,785,497",38.5%,(X),(X),"94,353","67,481",,"4,299,266",(X),36.8%,(X),"130,320","99,793",,"2,057,368",(X),(X),(X),"58,122","41,534",,"1,513,769",(X),(X),32.6%,"117,061","87,911",,"2,826,531",38.2%,(X),(X),"98,139","70,804",,"4,392,669",(X),37.1%,(X),"136,208","105,117",,"2,080,906",(X),(X),(X),"60,157","43,431",,"1,566,138",(X),(X),33.8%,"124,680","92,847",,"2,878,473",38.6%,(X),(X),"103,766","73,958",,"4,496,359",(X),36.9%,(X),"145,385","111,345",,"2,112,307",(X),(X),(X),"62,702","45,293",,"1,617,886",(X),(X),32.6%
North Dakota,"107,876","89,504",,"190,518",39.6%,(X),(X),"86,666","66,519",,"322,511",(X),38.3%,(X),"120,299","101,310",,"148,550",(X),(X),(X),"52,702","38,264",,"131,993",(X),(X),35.3%,"125,399","97,853",,"193,761",36.7%,(X),(X),"97,699","71,970",,"331,481",(X),34.6%,(X),"138,061","108,453",,"156,026",(X),(X),(X),"55,371","43,372",,"137,720",(X),(X),30.9%,"125,994","103,823",,"191,997",36.2%,(X),(X),"98,324","76,525",,"338,059",(X),34.9%,(X),"138,698","115,330",,"155,411",(X),(X),(X),"58,736","45,661",,"146,062",(X),(X),32.6%,"131,469","103,393",,"200,025",37.6%,(X),(X),"103,487","77,871",,"349,705",(X),34.8%,(X),"148,534","118,577",,"158,667",(X),(X),(X),"63,218","48,273",,"149,680",(X),(X),30.5%
Ohio,"103,110","80,760",,"2,986,455",36.2%,(X),(X),"84,572","62,262",,"4,832,922",(X),34.9%,(X),"121,275","97,373",,"2,162,168",(X),(X),(X),"51,276","37,034",,"1,846,467",(X),(X),31.6%,"110,719","86,001",,"2,983,145",35.5%,(X),(X),"90,109","65,720",,"4,878,206",(X),34.1%,(X),"129,527","103,290",,"2,173,755",(X),(X),(X),"54,221","40,164",,"1,895,061",(X),(X),30.7%,"115,168","89,221",,"2,994,112",36.3%,(X),(X),"93,500","67,769",,"4,917,309",(X),34.5%,(X),"135,224","106,890",,"2,172,396",(X),(X),(X),"56,134","41,286",,"1,923,197",(X),(X),30.4%,"119,315","93,734",,"3,017,765",36.1%,(X),(X),"97,483","72,212",,"4,929,322",(X),34.6%,(X),"139,073","112,149",,"2,196,451",(X),(X),(X),"58,943","43,070",,"1,911,557",(X),(X),30.9%
